Topic,User,Score
Tweets_About_Life_Events_Positive,AndreaBettoni_,8.265460923873309e-07
Tweets_About_Life_Events_Positive,TheSenkiv,7.594412831330814e-07
Tweets_About_Life_Events_Positive,yangzhenghan88,8.437880991096812e-07
Tweets_About_Life_Events_Positive,Doris_LHM,7.333078430213333e-07
Tweets_About_Life_Events_Positive,thejanicewee,7.304377364213985e-07
Tweets_About_Life_Events_Positive,OkayxEmi,8.759226909504854e-07
Tweets_About_Life_Events_Positive,moleinthethumb,8.735053764225115e-07
Tweets_About_Life_Events_Positive,qrisyh,7.840980824230053e-07
Tweets_About_Life_Events_Positive,SalesforceAmy,8.813795196270229e-07
Tweets_About_Life_Events_Positive,krystlnn21,7.946824896201341e-07
Tweets_About_Life_Events_Positive,ibigbug,7.525692324345836e-07
Tweets_About_Life_Events_Positive,iamVishnu_H,8.837208013813864e-07
Tweets_About_Life_Events_Positive,hitominjs,7.434180264511601e-07
Tweets_About_Life_Events_Positive,ersan_pamungkas,7.391139236707463e-07
Tweets_About_Life_Events_Positive,gloriasohss,8.545313328320309e-07
Tweets_About_Life_Events_Positive,lees_rachel,8.67871096148933e-07
Tweets_About_Life_Events_Positive,donvalix,8.50050092379813e-07
Tweets_About_Life_Events_Positive,debasish_hp,7.700733625426579e-07
Tweets_About_Life_Events_Positive,damnboredgirl,8.160775572406031e-07
Tweets_About_Life_Events_Positive,cintaadita,8.735796442180418e-07
Tweets_About_Life_Events_Positive,latechildhokle,7.965658832249236e-07
Tweets_About_Life_Events_Positive,misteredmond,8.324478758352654e-07
Tweets_About_Life_Events_Positive,leilayanezmaker,7.641628660171865e-07
Tweets_About_Life_Events_Positive,machinationstu,7.333573953536688e-07
Tweets_About_Life_Events_Positive,chrislehane,8.530571625203948e-07
