Topic,User,Score
Tweets_About_Life_Events_Positive,CurtClark,2.3264992202627867e-06
Tweets_About_Life_Events_Positive,sliderdimension,2.883936203017685e-06
Tweets_About_Life_Events_Positive,TaintedLipz,2.5642538714906923e-06
Tweets_About_Life_Events_Positive,mariannasisland,1.332808155853417e-06
Tweets_About_Life_Events_Positive,_fir3rosesxx,9.700042679183723e-07
Tweets_About_Life_Events_Positive,matt_food,1.6621410205345194e-06
Tweets_About_Life_Events_Positive,TCB_GP,9.894874162285529e-07
Tweets_About_Life_Events_Positive,carerol,1.7768896834900459e-06
Tweets_About_Life_Events_Positive,ohitszhiming,1.8671937253120784e-06
Tweets_About_Life_Events_Positive,clearysgp,1.3059283184028826e-06
Tweets_About_Life_Events_Positive,xwreckofthedayx,1.3762010100422607e-06
Tweets_About_Life_Events_Positive,AngiLindsa007,3.1992027338092988e-06
Tweets_About_Life_Events_Positive,msyanizam,2.3319266924680585e-06
Tweets_About_Life_Events_Positive,ymglp666,9.745827824890058e-07
Tweets_About_Life_Events_Positive,gr000000vy,1.949342022119359e-06
Tweets_About_Life_Events_Positive,k3lvan,1.2759337395727557e-06
Tweets_About_Life_Events_Positive,SylphShY,1.760290487221934e-06
Tweets_About_Life_Events_Positive,Htat_Thinzar_Ng,3.1343714329501615e-06
Tweets_About_Life_Events_Positive,sykdyn,1.5549444007358817e-06
Tweets_About_Life_Events_Positive,rotikapdatweet,2.2601923447531132e-06
Tweets_About_Life_Events_Positive,mackynacky,2.6223149004366177e-06
Tweets_About_Life_Events_Positive,NazranNizar,2.144248910668028e-06
Tweets_About_Life_Events_Positive,darrenlj,1.3995265855661808e-06
Tweets_About_Life_Events_Positive,Skyne_Misaki,1.535423802069542e-06
Tweets_About_Life_Events_Positive,limjunlong,3.030626447292965e-06
